date,region,country,product,sales_rep,channel,segment,units_sold,unit_price_usd,discount_rate,revenue_usd,fleet_uptime,battery_health,co2_saved_tons
2024-12-04,North Africa,Egypt,Onboard Charger 30kW,John Mwangi,Tender,Public Transport,1,12000,0.038,11544.0,0.912,0.975,1.61
2024-12-04,East Africa,Kenya,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.076,143220.0,0.915,0.909,2.47
2024-12-04,North Africa,Tunisia,E-Bus 25,Peter Otieno,Direct,Public Transport,1,155000,0.031,150195.0,0.957,0.962,1.88
2024-12-04,Southern Africa,Zimbabwe,E-Bus 25,Yao Kouamé,Direct,Shuttle Services,1,155000,0.041,148645.0,0.938,0.94,2.51
2024-12-04,Southern Africa,Zambia,Battery Pack Gen2,John Mwangi,Tender,Public Transport,1,45000,0.075,41625.0,0.936,0.912,3.43
2024-12-04,Southern Africa,South Africa,E-Bus 25,John Mwangi,Tender,Public Transport,3,155000,0.047,443145.0,0.948,0.941,5.05
2024-12-05,North Africa,Tunisia,Depot Charger 60kW,Yao Kouamé,Tender,Public Transport,1,25000,0.013,24675.0,0.952,0.983,2.62
2024-12-05,Southern Africa,Zambia,Depot Charger 60kW,Lerato Moyo,Direct,Shuttle Services,1,25000,0.048,23800.0,0.936,0.947,2.02
2024-12-06,West Africa,Ghana,E-Bus 45,Fatou Ndiaye,Tender,Public Transport,1,280000,0.073,259560.0,0.975,0.867,3.39
2024-12-06,East Africa,Tanzania,Depot Charger 60kW,Fatou Ndiaye,Direct,Public Transport,1,25000,0.008,24800.0,0.951,0.906,1.97
2024-12-06,East Africa,Tanzania,Onboard Charger 30kW,Fatou Ndiaye,Tender,Shuttle Services,1,12000,0.042,11496.0,0.868,0.879,1.87
2024-12-06,Southern Africa,South Africa,E-Bus 45,Peter Otieno,Partner,Private Fleet,1,280000,0.046,267120.0,0.941,0.973,2.37
2024-12-07,East Africa,Kenya,E-Bus 45,Yao Kouamé,Partner,Public Transport,1,280000,0.114,248080.0,0.904,0.938,1.94
2024-12-07,West Africa,Senegal,Onboard Charger 30kW,Yao Kouamé,Direct,Public Transport,1,12000,0.104,10752.0,0.92,0.951,2.59
2024-12-08,West Africa,Ghana,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,3,45000,0.036,130140.0,0.957,0.911,6.52
2024-12-08,East Africa,Uganda,Onboard Charger 30kW,Lerato Moyo,Partner,Public Transport,1,12000,0.087,10956.0,0.919,0.886,3.63
2024-12-08,East Africa,Tanzania,Battery Pack Gen2,John Mwangi,Partner,Public Transport,1,45000,0.057,42435.0,0.962,0.954,3.23
2024-12-08,North Africa,Morocco,Battery Pack Gen2,Lerato Moyo,Partner,Public Transport,1,45000,0.044,43020.0,0.918,0.905,3.07
2024-12-08,Southern Africa,Zambia,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.019,206010.0,0.889,0.904,1.76
2024-12-08,Southern Africa,Zimbabwe,E-Bus 25,Awa Diallo,Partner,Private Fleet,1,155000,0.039,148955.0,0.995,0.908,3.73
2024-12-08,Southern Africa,South Africa,E-Bus 45,Awa Diallo,Tender,Shuttle Services,1,280000,0.033,270760.0,0.964,0.918,3.92
2024-12-08,North Africa,Morocco,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.055,198450.0,0.967,0.871,3.04
2024-12-08,West Africa,Côte d'Ivoire,Battery Pack Gen2,Fatou Ndiaye,Tender,Private Fleet,1,45000,0.03,43650.0,0.881,0.943,1.92
2024-12-09,East Africa,Uganda,E-Bus 45,Peter Otieno,Direct,Private Fleet,1,280000,0.058,263760.0,0.942,0.911,2.68
2024-12-09,North Africa,Egypt,Depot Charger 60kW,Yao Kouamé,Direct,Shuttle Services,1,25000,0.041,23975.0,0.935,0.911,3.93
2024-12-10,Southern Africa,Zimbabwe,Battery Pack Gen2,Peter Otieno,Partner,Public Transport,1,45000,0.039,43245.0,0.989,0.944,2.92
2024-12-10,West Africa,Côte d'Ivoire,Battery Pack Gen2,Peter Otieno,Direct,Public Transport,2,45000,0.085,82350.0,0.953,0.967,7.72
2024-12-10,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.073,194670.0,0.963,0.901,1.53
2024-12-10,Southern Africa,Zambia,E-Bus 45,Yao Kouamé,Tender,Public Transport,5,280000,0.043,1339800.0,0.939,0.99,12.89
2024-12-10,North Africa,Morocco,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,3,45000,0.051,128115.0,0.887,0.951,9.6
2024-12-10,West Africa,Côte d'Ivoire,E-Bus 35,Yao Kouamé,Direct,Public Transport,1,210000,0.095,190050.0,0.967,0.917,3.73
2024-12-10,North Africa,Tunisia,Battery Pack Gen2,Lerato Moyo,Partner,Public Transport,2,45000,0.04,86400.0,0.947,0.924,7.41
2024-12-11,Southern Africa,Zambia,Onboard Charger 30kW,Yao Kouamé,Partner,Public Transport,1,12000,0.051,11388.0,0.927,0.99,3.53
2024-12-11,North Africa,Tunisia,Onboard Charger 30kW,Awa Diallo,Direct,Shuttle Services,3,12000,0.058,33912.0,0.895,0.92,7.45
2024-12-11,West Africa,Côte d'Ivoire,E-Bus 25,John Mwangi,Partner,Public Transport,1,155000,0.068,144460.0,0.944,0.898,1.88
2024-12-12,East Africa,Uganda,E-Bus 45,Awa Diallo,Direct,Shuttle Services,2,280000,0.062,525280.0,0.963,0.905,4.3
2024-12-12,West Africa,Senegal,E-Bus 25,Awa Diallo,Direct,Shuttle Services,1,155000,0.057,146165.0,0.952,0.927,3.16
2024-12-12,North Africa,Morocco,Battery Pack Gen2,Yao Kouamé,Partner,Private Fleet,1,45000,0.058,42390.0,0.89,0.99,2.26
2024-12-12,West Africa,Ghana,E-Bus 25,Fatou Ndiaye,Partner,Private Fleet,1,155000,0.066,144770.0,0.945,0.879,2.18
2024-12-13,West Africa,Senegal,Onboard Charger 30kW,Yao Kouamé,Partner,Private Fleet,3,12000,0.014,35496.0,0.966,0.854,8.67
2024-12-13,Southern Africa,Zambia,Battery Pack Gen2,John Mwangi,Direct,Public Transport,1,45000,0.111,40005.0,0.908,0.862,2.44
2024-12-13,North Africa,Egypt,E-Bus 35,Yao Kouamé,Tender,Private Fleet,3,210000,0.037,606690.0,0.931,0.92,11.99
2024-12-14,East Africa,Tanzania,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.043,200970.0,0.976,0.945,2.58
2024-12-14,West Africa,Côte d'Ivoire,E-Bus 35,Peter Otieno,Partner,Private Fleet,1,210000,0.062,196980.0,0.93,0.94,2.5
2024-12-14,Southern Africa,Zimbabwe,E-Bus 25,John Mwangi,Direct,Public Transport,1,155000,0.108,138260.0,0.927,0.918,2.93
2024-12-14,West Africa,Ghana,Battery Pack Gen2,Yao Kouamé,Partner,Shuttle Services,1,45000,0.024,43920.0,0.928,0.942,3.41
2024-12-15,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Tender,Public Transport,1,25000,0.112,22200.0,0.932,0.914,2.51
2024-12-15,Southern Africa,Zambia,E-Bus 35,Fatou Ndiaye,Partner,Private Fleet,1,210000,0.06,197400.0,0.939,0.99,1.64
2024-12-16,West Africa,Ghana,Battery Pack Gen2,Yao Kouamé,Partner,Public Transport,1,45000,0.009,44595.0,0.926,0.926,2.28
2024-12-16,East Africa,Kenya,E-Bus 35,Yao Kouamé,Direct,Public Transport,1,210000,0.069,195510.0,0.937,0.892,1.75
2024-12-16,East Africa,Kenya,Onboard Charger 30kW,Peter Otieno,Partner,Public Transport,1,12000,0.025,11700.0,0.969,0.863,2.95
2024-12-17,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Yao Kouamé,Tender,Public Transport,1,12000,0.04,11520.0,0.995,0.922,1.9
2024-12-17,Southern Africa,South Africa,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.0,155000.0,0.972,0.905,3.77
2024-12-17,Southern Africa,South Africa,E-Bus 35,Fatou Ndiaye,Tender,Private Fleet,2,210000,0.012,414960.0,0.987,0.89,3.16
2024-12-17,North Africa,Egypt,E-Bus 45,Peter Otieno,Partner,Private Fleet,1,280000,0.046,267120.0,0.912,0.908,2.46
2024-12-17,Southern Africa,South Africa,Depot Charger 60kW,Peter Otieno,Tender,Shuttle Services,1,25000,0.064,23400.0,0.932,0.894,1.84
2024-12-17,Southern Africa,South Africa,Onboard Charger 30kW,Lerato Moyo,Tender,Shuttle Services,1,12000,0.057,11316.0,0.908,0.889,2.4
2024-12-18,East Africa,Uganda,Onboard Charger 30kW,Lerato Moyo,Direct,Shuttle Services,1,12000,0.066,11208.0,0.991,0.951,1.71
2024-12-18,East Africa,Tanzania,E-Bus 45,Awa Diallo,Direct,Public Transport,3,280000,0.017,825720.0,0.946,0.928,11.43
2024-12-18,Southern Africa,Zambia,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.029,203910.0,0.995,0.96,3.4
2024-12-18,West Africa,Senegal,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.036,202440.0,0.976,0.889,2.24
2024-12-19,Southern Africa,South Africa,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.096,40680.0,0.958,0.974,3.31
2024-12-19,East Africa,Uganda,E-Bus 25,Peter Otieno,Direct,Public Transport,1,155000,0.052,146940.0,0.949,0.902,1.61
2024-12-19,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Fatou Ndiaye,Direct,Private Fleet,1,12000,0.022,11736.0,0.926,0.939,2.88
2024-12-19,West Africa,Côte d'Ivoire,E-Bus 25,Fatou Ndiaye,Direct,Private Fleet,1,155000,0.02,151900.0,0.951,0.964,1.93
2024-12-19,North Africa,Morocco,Onboard Charger 30kW,Fatou Ndiaye,Partner,Public Transport,1,12000,0.017,11796.0,0.92,0.965,3.21
2024-12-19,East Africa,Uganda,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,3,45000,0.0,135000.0,0.964,0.968,8.87
2024-12-20,West Africa,Ghana,E-Bus 35,Awa Diallo,Direct,Shuttle Services,2,210000,0.069,391020.0,0.965,0.945,6.35
2024-12-20,East Africa,Tanzania,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.082,192780.0,0.89,0.9,3.94
2024-12-20,North Africa,Morocco,E-Bus 35,John Mwangi,Tender,Private Fleet,1,210000,0.035,202650.0,0.971,0.898,3.33
2024-12-20,West Africa,Ghana,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.033,203070.0,0.939,0.912,3.23
2024-12-21,West Africa,Senegal,Depot Charger 60kW,Yao Kouamé,Tender,Shuttle Services,1,25000,0.029,24275.0,0.995,0.893,3.24
2024-12-21,East Africa,Tanzania,Onboard Charger 30kW,Fatou Ndiaye,Direct,Public Transport,1,12000,0.053,11364.0,0.892,0.949,2.98
2024-12-21,Southern Africa,South Africa,Depot Charger 60kW,Fatou Ndiaye,Direct,Private Fleet,3,25000,0.064,70200.0,0.858,0.927,5.58
2024-12-21,North Africa,Morocco,Battery Pack Gen2,Lerato Moyo,Partner,Public Transport,1,45000,0.016,44280.0,0.931,0.888,1.93
2024-12-21,West Africa,Senegal,E-Bus 45,Peter Otieno,Partner,Public Transport,1,280000,0.048,266560.0,0.957,0.856,3.73
2024-12-22,West Africa,Senegal,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.054,11352.0,0.888,0.942,1.79
2024-12-22,East Africa,Uganda,Battery Pack Gen2,Yao Kouamé,Tender,Private Fleet,1,45000,0.096,40680.0,0.943,0.879,2.96
2024-12-22,Southern Africa,Zimbabwe,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,3,12000,0.035,34740.0,0.995,0.972,11.3
2024-12-22,East Africa,Uganda,E-Bus 35,Peter Otieno,Partner,Shuttle Services,2,210000,0.039,403620.0,0.934,0.896,3.5
2024-12-22,East Africa,Tanzania,E-Bus 45,Peter Otieno,Tender,Public Transport,1,280000,0.062,262640.0,0.972,0.919,3.72
2024-12-22,West Africa,Senegal,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,2,45000,0.094,81540.0,0.995,0.942,7.45
2024-12-23,Southern Africa,Zimbabwe,E-Bus 25,Yao Kouamé,Tender,Public Transport,1,155000,0.068,144460.0,0.937,0.947,2.4
2024-12-23,Southern Africa,Zimbabwe,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,1,25000,0.087,22825.0,0.902,0.938,1.64
2024-12-23,West Africa,Senegal,Battery Pack Gen2,Awa Diallo,Partner,Public Transport,2,45000,0.102,80820.0,0.913,0.876,5.64
2024-12-23,North Africa,Morocco,Battery Pack Gen2,Fatou Ndiaye,Partner,Public Transport,1,45000,0.033,43515.0,0.884,0.94,2.83
2024-12-23,Southern Africa,South Africa,E-Bus 25,Yao Kouamé,Direct,Public Transport,1,155000,0.1,139500.0,0.989,0.899,3.06
2024-12-23,Southern Africa,South Africa,Depot Charger 60kW,Lerato Moyo,Tender,Public Transport,1,25000,0.027,24325.0,0.955,0.9,2.23
2024-12-24,Southern Africa,Zambia,E-Bus 35,Lerato Moyo,Direct,Shuttle Services,1,210000,0.054,198660.0,0.971,0.892,2.86
2024-12-24,West Africa,Côte d'Ivoire,E-Bus 25,Awa Diallo,Direct,Shuttle Services,1,155000,0.04,148800.0,0.968,0.931,3.09
2024-12-25,North Africa,Morocco,Depot Charger 60kW,John Mwangi,Partner,Private Fleet,1,25000,0.011,24725.0,0.928,0.859,2.14
2024-12-25,West Africa,Côte d'Ivoire,E-Bus 25,John Mwangi,Direct,Private Fleet,1,155000,0.015,152675.0,0.914,0.892,3.32
2024-12-25,Southern Africa,South Africa,Depot Charger 60kW,Fatou Ndiaye,Partner,Shuttle Services,2,25000,0.09,45500.0,0.995,0.881,3.89
2024-12-25,West Africa,Côte d'Ivoire,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.024,43920.0,0.928,0.978,2.46
2024-12-25,Southern Africa,South Africa,E-Bus 35,John Mwangi,Direct,Public Transport,3,210000,0.023,615510.0,0.977,0.853,9.07
2024-12-25,Southern Africa,Zimbabwe,Battery Pack Gen2,Yao Kouamé,Direct,Private Fleet,2,45000,0.078,82980.0,0.907,0.89,3.96
2024-12-26,North Africa,Egypt,Depot Charger 60kW,Peter Otieno,Direct,Shuttle Services,2,25000,0.011,49450.0,0.932,0.929,6.78
2024-12-26,East Africa,Kenya,E-Bus 45,Peter Otieno,Direct,Shuttle Services,2,280000,0.081,514640.0,0.88,0.893,5.4
2024-12-26,West Africa,Senegal,Depot Charger 60kW,Lerato Moyo,Partner,Shuttle Services,1,25000,0.042,23950.0,0.929,0.925,1.67
2024-12-26,East Africa,Uganda,E-Bus 25,Peter Otieno,Direct,Private Fleet,1,155000,0.068,144460.0,0.908,0.937,2.53
2024-12-26,Southern Africa,South Africa,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.015,44325.0,0.887,0.82,2.35
2024-12-27,North Africa,Morocco,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,1,45000,0.045,42975.0,0.936,0.99,2.86
2024-12-27,West Africa,Senegal,E-Bus 35,Yao Kouamé,Partner,Shuttle Services,1,210000,0.078,193620.0,0.983,0.99,3.15
2024-12-27,East Africa,Uganda,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,2,12000,0.0,24000.0,0.92,0.884,3.23
2024-12-27,East Africa,Tanzania,Battery Pack Gen2,Yao Kouamé,Tender,Public Transport,3,45000,0.048,128520.0,0.927,0.962,5.05
2024-12-27,North Africa,Morocco,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,1,25000,0.027,24325.0,0.979,0.885,2.27
2024-12-28,Southern Africa,Zimbabwe,Battery Pack Gen2,Peter Otieno,Partner,Public Transport,1,45000,0.055,42525.0,0.882,0.905,3.16
2024-12-28,West Africa,Ghana,E-Bus 35,Peter Otieno,Direct,Public Transport,2,210000,0.066,392280.0,0.89,0.887,7.25
2024-12-28,East Africa,Tanzania,E-Bus 25,Lerato Moyo,Direct,Private Fleet,3,155000,0.017,457095.0,0.963,0.878,11.81
2024-12-29,East Africa,Tanzania,Onboard Charger 30kW,Fatou Ndiaye,Direct,Private Fleet,1,12000,0.052,11376.0,0.887,0.962,3.74
2024-12-29,Southern Africa,Zimbabwe,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.044,200760.0,0.923,0.885,2.12
2024-12-29,Southern Africa,Zimbabwe,E-Bus 35,John Mwangi,Tender,Shuttle Services,1,210000,0.021,205590.0,0.925,0.983,2.29
2024-12-30,West Africa,Senegal,Onboard Charger 30kW,Yao Kouamé,Tender,Shuttle Services,1,12000,0.072,11136.0,0.91,0.889,2.83
2024-12-30,North Africa,Tunisia,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,3,25000,0.083,68775.0,0.928,0.947,9.36
2024-12-30,West Africa,Côte d'Ivoire,Battery Pack Gen2,Lerato Moyo,Partner,Private Fleet,3,45000,0.0,135000.0,0.941,0.951,6.79
2024-12-30,North Africa,Morocco,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.045,200550.0,0.909,0.956,2.2
2024-12-30,Southern Africa,South Africa,Battery Pack Gen2,John Mwangi,Partner,Public Transport,1,45000,0.084,41220.0,0.909,0.872,3.9
2024-12-31,West Africa,Senegal,Battery Pack Gen2,Yao Kouamé,Tender,Public Transport,1,45000,0.033,43515.0,0.936,0.929,2.24
2024-12-31,East Africa,Tanzania,Depot Charger 60kW,John Mwangi,Direct,Shuttle Services,1,25000,0.088,22800.0,0.928,0.949,2.14
2024-12-31,East Africa,Kenya,E-Bus 35,John Mwangi,Direct,Shuttle Services,1,210000,0.087,191730.0,0.993,0.979,2.89
2024-12-31,East Africa,Tanzania,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,3,25000,0.056,70800.0,0.951,0.838,9.44
2025-01-01,East Africa,Tanzania,Depot Charger 60kW,Yao Kouamé,Partner,Public Transport,1,25000,0.071,23225.0,0.943,0.936,3.43
2025-01-01,North Africa,Tunisia,Onboard Charger 30kW,Peter Otieno,Tender,Private Fleet,1,12000,0.102,10776.0,0.888,0.911,2.36
2025-01-02,West Africa,Senegal,Onboard Charger 30kW,Yao Kouamé,Tender,Private Fleet,1,12000,0.067,11196.0,0.926,0.951,3.49
2025-01-02,East Africa,Tanzania,E-Bus 35,Lerato Moyo,Direct,Public Transport,3,210000,0.062,590940.0,0.945,0.846,7.43
2025-01-02,East Africa,Kenya,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.024,204960.0,0.96,0.946,3.54
2025-01-02,Southern Africa,Zambia,Onboard Charger 30kW,Peter Otieno,Partner,Private Fleet,2,12000,0.09,21840.0,0.931,0.871,7.16
2025-01-03,North Africa,Morocco,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.016,206640.0,0.9,0.909,1.63
2025-01-04,East Africa,Kenya,E-Bus 35,Peter Otieno,Partner,Public Transport,2,210000,0.007,417060.0,0.916,0.929,6.9
2025-01-04,North Africa,Egypt,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,3,25000,0.109,66825.0,0.92,0.95,4.75
2025-01-04,East Africa,Tanzania,E-Bus 25,Yao Kouamé,Tender,Private Fleet,1,155000,0.062,145390.0,0.924,0.92,3.12
2025-01-04,West Africa,Senegal,Depot Charger 60kW,Lerato Moyo,Partner,Public Transport,1,25000,0.07,23250.0,0.94,0.954,1.62
2025-01-04,Southern Africa,Zimbabwe,E-Bus 45,Fatou Ndiaye,Tender,Shuttle Services,1,280000,0.077,258440.0,0.945,0.937,3.25
2025-01-05,Southern Africa,Zambia,Battery Pack Gen2,Peter Otieno,Direct,Shuttle Services,5,45000,0.059,211725.0,0.932,0.858,10.78
2025-01-05,West Africa,Senegal,E-Bus 35,John Mwangi,Tender,Private Fleet,2,210000,0.007,417060.0,0.92,0.936,7.7
2025-01-06,West Africa,Senegal,E-Bus 25,Yao Kouamé,Direct,Private Fleet,1,155000,0.028,150660.0,0.941,0.967,2.89
2025-01-06,Southern Africa,Zimbabwe,E-Bus 45,John Mwangi,Direct,Public Transport,3,280000,0.0,840000.0,0.986,0.891,9.09
2025-01-06,Southern Africa,Zimbabwe,Depot Charger 60kW,Peter Otieno,Partner,Public Transport,1,25000,0.051,23725.0,0.942,0.946,2.24
2025-01-06,East Africa,Tanzania,Battery Pack Gen2,Fatou Ndiaye,Direct,Shuttle Services,2,45000,0.029,87390.0,0.968,0.984,4.8
2025-01-07,West Africa,Senegal,E-Bus 35,Awa Diallo,Direct,Public Transport,1,210000,0.038,202020.0,0.896,0.959,2.32
2025-01-07,East Africa,Kenya,Onboard Charger 30kW,Peter Otieno,Tender,Public Transport,1,12000,0.054,11352.0,0.948,0.964,3.68
2025-01-07,Southern Africa,Zambia,Depot Charger 60kW,Peter Otieno,Tender,Public Transport,1,25000,0.062,23450.0,0.913,0.957,3.38
2025-01-08,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Fatou Ndiaye,Partner,Private Fleet,1,12000,0.063,11244.0,0.995,0.975,3.93
2025-01-08,East Africa,Kenya,E-Bus 45,Fatou Ndiaye,Tender,Public Transport,1,280000,0.135,242200.0,0.981,0.912,3.36
2025-01-08,East Africa,Tanzania,Battery Pack Gen2,Awa Diallo,Direct,Public Transport,3,45000,0.047,128655.0,0.878,0.958,11.17
2025-01-08,East Africa,Uganda,E-Bus 35,Fatou Ndiaye,Partner,Public Transport,1,210000,0.018,206220.0,0.91,0.871,3.66
2025-01-08,East Africa,Kenya,Onboard Charger 30kW,Lerato Moyo,Partner,Private Fleet,1,12000,0.0,12000.0,0.923,0.963,2.47
2025-01-08,Southern Africa,Zimbabwe,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,2,12000,0.066,22416.0,0.931,0.92,7.68
2025-01-10,Southern Africa,Zimbabwe,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.062,42210.0,0.919,0.893,3.87
2025-01-10,West Africa,Ghana,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.057,198030.0,0.937,0.947,1.96
2025-01-10,North Africa,Tunisia,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,2,45000,0.077,83070.0,0.995,0.941,7.69
2025-01-10,Southern Africa,Zambia,E-Bus 35,Peter Otieno,Partner,Private Fleet,1,210000,0.044,200760.0,0.928,0.887,1.98
2025-01-11,East Africa,Kenya,E-Bus 45,Awa Diallo,Direct,Public Transport,1,280000,0.027,272440.0,0.939,0.966,1.57
2025-01-11,North Africa,Tunisia,E-Bus 45,Awa Diallo,Tender,Private Fleet,2,280000,0.093,507920.0,0.882,0.947,7.98
2025-01-11,West Africa,Côte d'Ivoire,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.08,193200.0,0.946,0.906,3.23
2025-01-11,West Africa,Ghana,E-Bus 35,Peter Otieno,Tender,Public Transport,1,210000,0.031,203490.0,0.916,0.964,1.52
2025-01-12,Southern Africa,Zambia,E-Bus 35,Fatou Ndiaye,Partner,Public Transport,3,210000,0.059,592830.0,0.867,0.875,10.87
2025-01-12,Southern Africa,Zambia,Onboard Charger 30kW,Peter Otieno,Direct,Private Fleet,1,12000,0.034,11592.0,0.919,0.917,3.0
2025-01-13,West Africa,Ghana,E-Bus 25,Awa Diallo,Partner,Private Fleet,1,155000,0.06,145700.0,0.911,0.913,1.76
2025-01-13,North Africa,Tunisia,E-Bus 35,Fatou Ndiaye,Direct,Private Fleet,1,210000,0.042,201180.0,0.905,0.936,2.64
2025-01-14,Southern Africa,Zimbabwe,Battery Pack Gen2,Yao Kouamé,Partner,Public Transport,1,45000,0.028,43740.0,0.942,0.847,2.78
2025-01-14,Southern Africa,Zimbabwe,Onboard Charger 30kW,Yao Kouamé,Direct,Shuttle Services,1,12000,0.082,11016.0,0.958,0.947,2.65
2025-01-15,East Africa,Uganda,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.008,208320.0,0.973,0.946,3.28
2025-01-15,North Africa,Morocco,E-Bus 25,John Mwangi,Direct,Public Transport,1,155000,0.084,141980.0,0.968,0.93,1.62
2025-01-15,Southern Africa,Zambia,Battery Pack Gen2,Awa Diallo,Direct,Shuttle Services,1,45000,0.062,42210.0,0.942,0.97,2.44
2025-01-15,West Africa,Senegal,E-Bus 25,John Mwangi,Direct,Shuttle Services,1,155000,0.078,142910.0,0.946,0.987,3.51
2025-01-15,West Africa,Senegal,Battery Pack Gen2,Lerato Moyo,Direct,Public Transport,1,45000,0.045,42975.0,0.901,0.93,1.6
2025-01-16,West Africa,Ghana,Battery Pack Gen2,John Mwangi,Tender,Private Fleet,1,45000,0.083,41265.0,0.963,0.963,1.88
2025-01-16,Southern Africa,Zambia,E-Bus 25,Yao Kouamé,Partner,Private Fleet,1,155000,0.044,148180.0,0.937,0.933,1.97
2025-01-17,Southern Africa,South Africa,E-Bus 25,Lerato Moyo,Direct,Public Transport,1,155000,0.011,153295.0,0.914,0.948,1.59
2025-01-17,North Africa,Morocco,E-Bus 35,Fatou Ndiaye,Partner,Private Fleet,1,210000,0.054,198660.0,0.931,0.949,3.36
2025-01-17,West Africa,Senegal,Depot Charger 60kW,John Mwangi,Partner,Public Transport,1,25000,0.043,23925.0,0.935,0.901,2.21
2025-01-18,Southern Africa,Zambia,Depot Charger 60kW,Yao Kouamé,Direct,Private Fleet,1,25000,0.071,23225.0,0.968,0.906,2.56
2025-01-18,East Africa,Tanzania,Depot Charger 60kW,John Mwangi,Direct,Shuttle Services,1,25000,0.07,23250.0,0.894,0.954,3.95
2025-01-19,Southern Africa,Zambia,Depot Charger 60kW,John Mwangi,Direct,Shuttle Services,1,25000,0.069,23275.0,0.905,0.895,2.96
2025-01-19,East Africa,Tanzania,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,1,25000,0.025,24375.0,0.939,0.897,2.55
2025-01-19,East Africa,Kenya,E-Bus 45,John Mwangi,Direct,Public Transport,1,280000,0.02,274400.0,0.977,0.928,3.51
2025-01-19,Southern Africa,Zimbabwe,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.015,44325.0,0.987,0.956,2.06
2025-01-20,North Africa,Tunisia,E-Bus 35,Awa Diallo,Direct,Private Fleet,1,210000,0.102,188580.0,0.957,0.912,1.87
2025-01-20,Southern Africa,South Africa,E-Bus 25,Fatou Ndiaye,Partner,Public Transport,1,155000,0.022,151590.0,0.965,0.942,1.77
2025-01-20,West Africa,Senegal,E-Bus 25,Awa Diallo,Direct,Shuttle Services,1,155000,0.099,139655.0,0.955,0.988,3.94
2025-01-20,East Africa,Kenya,Battery Pack Gen2,Lerato Moyo,Direct,Shuttle Services,1,45000,0.088,41040.0,0.913,0.875,2.26
2025-01-20,Southern Africa,South Africa,E-Bus 35,Lerato Moyo,Tender,Public Transport,1,210000,0.065,196350.0,0.938,0.889,1.94
2025-01-20,East Africa,Uganda,E-Bus 25,Fatou Ndiaye,Partner,Public Transport,1,155000,0.078,142910.0,0.973,0.933,2.2
2025-01-20,East Africa,Tanzania,E-Bus 45,Lerato Moyo,Direct,Private Fleet,1,280000,0.026,272720.0,0.909,0.905,2.14
2025-01-20,North Africa,Tunisia,E-Bus 35,John Mwangi,Partner,Public Transport,1,210000,0.126,183540.0,0.957,0.951,1.52
2025-01-20,Southern Africa,Zambia,E-Bus 25,Peter Otieno,Direct,Shuttle Services,2,155000,0.048,295120.0,0.977,0.969,6.5
2025-01-20,North Africa,Morocco,Onboard Charger 30kW,Awa Diallo,Tender,Public Transport,3,12000,0.036,34704.0,0.929,0.972,4.8
